,index,component,part,timestamp,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,erroneous
107426,107426,17.0,3.0,2.0,1.0,0.0,0.0,0.0,60.0,126.0,0.0
107427,107427,17.0,3.0,2.0,1.0,0.0,0.0,0.0,60.0,126.0,0.0
107428,107428,17.0,3.0,2.0,1.0,0.0,0.0,0.0,60.0,126.0,0.0
107429,107429,11.0,1.0,2.0,1.0,0.0,0.0,0.0,60.0,170.0,0.0
107430,107430,3.0,2.0,0.0,1.0,0.0,0.0,0.0,-92.0,20.0,0.0
107431,107431,3.0,2.0,0.0,1.0,0.0,0.0,0.0,-92.0,20.0,0.0
107432,107432,14.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,101.0,0.1869944657300978
107433,107433,16.0,1.0,4.0,1.0,0.0,0.0,0.0,-9.0,185.0,0.0
107434,107434,16.0,1.0,4.0,1.0,0.0,0.0,0.0,-9.0,185.0,0.0
107435,107435,16.0,1.0,4.0,1.0,0.0,0.0,0.0,-9.0,185.0,0.0
107436,107436,1.0,2.0,4.0,1.0,0.0,0.0,0.0,28.0,127.0,0.0
107437,107437,10.0,2.0,4.0,1.0,0.0,0.0,0.0,28.0,127.0,0.0
107438,107438,10.0,1.0,4.0,0.0,0.0,0.0,0.0,-15.0,185.0,0.0
107439,107439,10.0,1.0,4.0,0.0,0.0,0.0,0.0,-15.0,185.0,0.0
107440,107440,10.0,1.0,4.0,0.0,0.0,0.0,0.0,-15.0,185.0,0.0
107441,107441,5.0,1.0,4.0,1.0,0.0,0.0,0.0,153.0,216.0,0.0
107442,107442,17.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,169.0,0.0
107443,107443,17.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,41.0,0.0
107444,107444,11.0,2.0,2.0,1.0,0.0,0.0,0.0,23.0,41.0,0.0
107445,107445,11.0,2.0,2.0,1.0,0.0,0.0,0.0,23.0,41.0,0.0
107446,107446,17.0,1.0,3.0,1.0,0.0,0.0,0.0,23.0,169.0,0.0
107447,107447,11.0,1.0,4.0,1.0,0.0,0.0,0.0,23.0,41.0,0.0
107448,107448,1.0,6.0,2.0,1.0,0.0,0.0,0.0,-232.0,198.0,0.0
107449,107449,1.0,6.0,2.0,0.0,0.0,0.0,0.0,-232.0,198.0,0.0
107450,107450,10.0,6.0,2.0,1.0,0.0,0.0,0.0,-232.0,198.0,0.0
107451,107451,10.0,6.0,2.0,0.0,0.0,0.0,0.0,-232.0,198.0,0.0
107452,107452,18.0,6.0,2.0,1.0,0.0,0.0,0.0,-232.0,198.0,0.0
107453,107453,18.0,6.0,2.0,0.0,0.0,0.0,0.0,-232.0,198.0,0.0
107454,107454,11.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,51.0,0.0
107455,107455,7.0,1.0,3.0,1.0,0.0,0.0,0.0,24.0,51.0,0.0
107456,107456,7.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,51.0,0.0
107457,107457,11.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,51.0,0.0
107458,107458,16.0,1.0,4.0,1.0,0.0,0.0,0.0,185.0,185.0,0.0
107459,107459,0.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,32.0,0.0
107460,107460,13.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,32.0,0.0
107461,107461,4.0,1.0,2.0,0.0,0.0,0.0,0.0,214.0,19.0,0.0
107462,107462,4.0,2.0,3.0,1.0,0.0,0.0,0.0,214.0,20.0,0.0
107463,107463,9.0,2.0,3.0,1.0,0.0,0.0,0.0,214.0,20.0,0.0
107464,107464,6.0,1.0,4.0,1.0,0.0,0.0,0.0,-21.0,198.0,0.0
107465,107465,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,41.0,0.0
107466,107466,8.0,1.0,3.0,1.0,0.0,0.0,0.0,15.0,158.0,0.0
107467,107467,1.0,3.0,4.0,0.0,0.0,0.0,0.0,114.0,158.0,0.0
107468,107468,10.0,3.0,4.0,0.0,0.0,0.0,0.0,114.0,158.0,0.0
107469,107469,18.0,3.0,4.0,0.0,0.0,0.0,0.0,114.0,158.0,0.0
107470,107470,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0
107471,107471,10.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,127.0,0.0
107472,107472,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
107473,107473,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
107474,107474,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0
107475,107475,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0
107476,107476,17.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0
107477,107477,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0
107478,107478,16.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0
107479,107479,3.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,184.0,0.0
107480,107480,3.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,184.0,0.0
107481,107481,3.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,184.0,0.0
107482,107482,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,41.0,0.0
107483,107483,8.0,1.0,3.0,0.0,0.0,0.0,0.0,196.0,36.0,0.0
107484,107484,0.0,1.0,3.0,0.0,0.0,0.0,0.0,334.0,20.0,0.0
107485,107485,7.0,1.0,3.0,1.0,0.0,0.0,0.0,166.0,51.0,0.0
107486,107486,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0,0.1869944657300978
107487,107487,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0,0.0
107488,107488,1.0,3.0,0.0,1.0,0.0,0.0,0.0,91.0,20.0,0.0
107489,107489,10.0,3.0,0.0,1.0,0.0,0.0,0.0,91.0,20.0,0.0
107490,107490,18.0,3.0,0.0,1.0,0.0,0.0,0.0,91.0,20.0,0.0
107491,107491,0.0,3.0,3.0,1.0,0.0,0.0,0.0,-16.0,32.0,0.0
107492,107492,0.0,3.0,3.0,1.0,0.0,0.0,0.0,-16.0,32.0,0.0
107493,107493,13.0,3.0,3.0,1.0,0.0,0.0,0.0,-16.0,32.0,0.0
107494,107494,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
107495,107495,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
107496,107496,6.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,184.0,0.0
107497,107497,3.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,184.0,0.0
107498,107498,1.0,2.0,3.0,1.0,0.0,0.0,0.0,30.0,184.0,0.0
107499,107499,10.0,2.0,3.0,1.0,0.0,0.0,0.0,30.0,184.0,0.0
107500,107500,5.0,2.0,3.0,1.0,0.0,0.0,0.0,30.0,20.0,0.0
107501,107501,5.0,2.0,3.0,1.0,0.0,0.0,0.0,30.0,20.0,0.0
107502,107502,7.0,1.0,3.0,1.0,0.0,0.0,0.0,30.0,51.0,0.0
107503,107503,7.0,1.0,6.0,1.0,0.0,0.0,0.0,30.0,269.0,0.0
107504,107504,8.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,12.0,0.0
107505,107505,1.0,1.0,1.0,1.0,0.0,0.0,0.0,61.0,1.0,0.0
107506,107506,1.0,3.0,3.0,1.0,0.0,0.0,0.0,61.0,184.0,0.0
107507,107507,10.0,3.0,3.0,1.0,0.0,0.0,0.0,61.0,184.0,0.0
107508,107508,18.0,3.0,3.0,1.0,0.0,0.0,0.0,61.0,184.0,0.0
107509,107509,19.0,3.0,2.0,1.0,0.0,0.0,0.0,18.0,41.0,0.0
107510,107510,19.0,3.0,2.0,1.0,0.0,0.0,0.0,18.0,41.0,0.0
107511,107511,19.0,3.0,2.0,1.0,0.0,0.0,0.0,18.0,41.0,0.0
107512,107512,11.0,6.0,2.0,1.0,0.0,0.0,0.0,31.0,198.0,0.0
107513,107513,11.0,6.0,2.0,1.0,0.0,0.0,0.0,31.0,198.0,0.0
107514,107514,11.0,6.0,2.0,1.0,0.0,0.0,0.0,31.0,198.0,0.0
107515,107515,17.0,6.0,2.0,1.0,0.0,0.0,0.0,31.0,198.0,0.0
107516,107516,17.0,6.0,2.0,1.0,0.0,0.0,0.0,31.0,198.0,0.0
107517,107517,17.0,6.0,2.0,1.0,0.0,0.0,0.0,31.0,198.0,0.0
107518,107518,4.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0
107519,107519,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
107520,107520,9.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0
107521,107521,9.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
107522,107522,4.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0
107523,107523,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
107524,107524,9.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0
107525,107525,9.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
107526,107526,4.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,184.0,0.0
107527,107527,4.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0
107528,107528,4.0,2.0,0.0,1.0,0.0,0.0,0.0,-30.0,20.0,0.0
107529,107529,9.0,2.0,0.0,1.0,0.0,0.0,0.0,-30.0,20.0,0.0
107530,107530,5.0,1.0,3.0,1.0,0.0,0.0,0.0,-19.0,20.0,0.0
107531,107531,3.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,184.0,0.0
107532,107532,3.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,184.0,0.0
107533,107533,16.0,4.0,2.0,1.0,0.0,0.0,0.0,-25.0,26.0,0.0
107534,107534,16.0,4.0,2.0,0.0,0.0,0.0,0.0,-25.0,26.0,0.0
107535,107535,16.0,4.0,2.0,1.0,0.0,0.0,0.0,-25.0,26.0,0.0
107536,107536,16.0,4.0,2.0,0.0,0.0,0.0,0.0,-25.0,26.0,0.0
107537,107537,17.0,1.0,3.0,1.0,0.0,0.0,0.0,189.0,33.0,0.0
107538,107538,1.0,1.0,6.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0
107539,107539,10.0,1.0,1.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0
107540,107540,10.0,1.0,4.0,1.0,0.0,0.0,0.0,41.0,127.0,0.0
107541,107541,1.0,1.0,6.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0
107542,107542,10.0,1.0,1.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0
107543,107543,5.0,1.0,0.0,1.0,0.0,0.0,0.0,-262.0,41.0,0.0
107544,107544,15.0,1.0,0.0,1.0,0.0,0.0,0.0,-262.0,41.0,0.0
107545,107545,18.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,101.0,0.0
107546,107546,5.0,1.0,1.0,0.0,0.0,0.0,0.0,245.0,198.0,0.0
107547,107547,11.0,5.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107548,107548,0.0,5.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107549,107549,0.0,5.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107550,107550,13.0,5.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107551,107551,0.0,5.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107552,107552,11.0,3.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107553,107553,0.0,3.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107554,107554,0.0,3.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107555,107555,13.0,1.0,2.0,1.0,0.0,0.0,0.0,-13.0,180.0,0.0
107556,107556,8.0,1.0,2.0,1.0,0.0,0.0,0.0,18.0,198.0,0.0
107557,107557,10.0,1.0,1.0,1.0,0.0,0.0,0.0,41.0,41.0,0.0
107558,107558,18.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,101.0,0.0
107559,107559,18.0,1.0,2.0,1.0,0.0,0.0,0.0,-48.0,41.0,0.0
107560,107560,10.0,1.0,1.0,1.0,0.0,0.0,0.0,-48.0,41.0,0.0
107561,107561,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-5.0,156.0,0.0
107562,107562,8.0,1.0,1.0,1.0,0.0,0.0,0.0,-67.0,160.0,0.0
107563,107563,11.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0
107564,107564,17.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0
107565,107565,5.0,1.0,6.0,1.0,0.0,0.0,0.0,-137.0,308.0,0.0
107566,107566,5.0,1.0,1.0,1.0,0.0,0.0,0.0,-291.0,17.0,0.0
107567,107567,5.0,1.0,0.0,1.0,0.0,0.0,0.0,-291.0,16.0,0.0
107568,107568,5.0,1.0,0.0,1.0,0.0,0.0,0.0,69.0,16.0,0.0
107569,107569,19.0,2.0,2.0,1.0,0.0,0.0,0.0,-211.0,222.0,0.0
107570,107570,19.0,2.0,2.0,1.0,0.0,0.0,0.0,-211.0,222.0,0.0
107571,107571,1.0,1.0,2.0,0.0,0.0,0.0,0.0,61.0,187.0,0.0
107572,107572,11.0,2.0,2.0,1.0,0.0,0.0,0.0,89.0,41.0,0.0
107573,107573,11.0,2.0,2.0,1.0,0.0,0.0,0.0,89.0,41.0,0.0
107574,107574,11.0,1.0,4.0,1.0,0.0,0.0,0.0,89.0,41.0,0.0
107575,107575,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0
107576,107576,18.0,1.0,2.0,1.0,0.0,0.0,0.0,-171.0,41.0,0.0
107577,107577,18.0,1.0,2.0,1.0,0.0,0.0,0.0,-262.0,41.0,0.0
107578,107578,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,198.0,0.0
107579,107579,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,173.0,0.0
107580,107580,4.0,1.0,4.0,1.0,0.0,0.0,0.0,-109.0,41.0,0.0
107581,107581,0.0,1.0,4.0,1.0,0.0,0.0,0.0,89.0,312.0,0.0
107582,107582,0.0,1.0,4.0,1.0,0.0,0.0,0.0,89.0,231.0,0.0
107583,107583,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0
107584,107584,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0
107585,107585,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0
107586,107586,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0
107587,107587,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0
107588,107588,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0
107589,107589,19.0,1.0,6.0,1.0,0.0,0.0,0.0,24.0,32.0,0.0
107590,107590,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-26.0,156.0,0.0
107591,107591,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-26.0,156.0,0.0
107592,107592,15.0,1.0,3.0,1.0,0.0,0.0,0.0,191.0,198.0,0.0
107593,107593,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-26.0,156.0,0.0
107594,107594,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-26.0,156.0,0.0
107595,107595,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-3.0,156.0,0.0
107596,107596,8.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,156.0,0.0
107597,107597,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-3.0,156.0,0.0
107598,107598,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-3.0,156.0,0.0
107599,107599,8.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0,156.0,0.0
107600,107600,8.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0,156.0,0.0
107601,107601,8.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0,156.0,0.0
107602,107602,8.0,1.0,4.0,1.0,0.0,0.0,0.0,7.0,156.0,0.0
107603,107603,11.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,156.0,0.0
107604,107604,6.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,156.0,0.0
107605,107605,19.0,2.0,2.0,1.0,0.0,0.0,0.0,76.0,222.0,0.0
107606,107606,19.0,2.0,2.0,1.0,0.0,0.0,0.0,76.0,222.0,0.0
107607,107607,5.0,1.0,4.0,1.0,0.0,0.0,0.0,-3.0,156.0,0.0
107608,107608,8.0,1.0,4.0,1.0,0.0,0.0,0.0,-3.0,159.0,0.0
107609,107609,0.0,6.0,0.0,1.0,0.0,0.0,0.0,18.0,16.0,0.0
107610,107610,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0
107611,107611,0.0,6.0,0.0,1.0,0.0,0.0,0.0,18.0,16.0,0.0
107612,107612,0.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0
107613,107613,13.0,6.0,0.0,1.0,0.0,0.0,0.0,18.0,16.0,0.0
107614,107614,13.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0
107615,107615,16.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
107616,107616,16.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
107617,107617,17.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0
107618,107618,6.0,1.0,4.0,1.0,0.0,0.0,0.0,320.0,198.0,0.0
107619,107619,6.0,1.0,4.0,1.0,0.0,0.0,0.0,320.0,173.0,0.0
107620,107620,16.0,1.0,4.0,1.0,0.0,0.0,0.0,10.0,202.0,0.0
107621,107621,1.0,3.0,0.0,1.0,0.0,0.0,0.0,-303.0,16.0,0.0
107622,107622,1.0,3.0,0.0,1.0,0.0,0.0,0.0,-303.0,16.0,0.0
107623,107623,18.0,3.0,0.0,1.0,0.0,0.0,0.0,-303.0,16.0,0.0
107624,107624,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107625,107625,12.0,2.0,3.0,1.0,0.0,0.0,0.0,-71.0,8.0,0.0
107626,107626,6.0,2.0,3.0,1.0,0.0,0.0,0.0,-71.0,8.0,0.0
107627,107627,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0
107628,107628,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0
107629,107629,17.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,126.0,0.0
107630,107630,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0
107631,107631,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0
107632,107632,17.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,126.0,0.0
107633,107633,4.0,1.0,0.0,1.0,0.0,0.0,0.0,-13.0,16.0,0.0
107634,107634,17.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,41.0,0.0
107635,107635,4.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,16.0,0.0
107636,107636,4.0,1.0,2.0,0.0,0.0,0.0,0.0,29.0,19.0,0.0
107637,107637,4.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,16.0,0.0
107638,107638,1.0,1.0,1.0,1.0,0.0,0.0,0.0,165.0,1.0,0.0
107639,107639,1.0,3.0,3.0,1.0,0.0,0.0,0.0,31.0,52.0,0.0
107640,107640,10.0,3.0,3.0,1.0,0.0,0.0,0.0,31.0,52.0,0.0
107641,107641,18.0,3.0,3.0,1.0,0.0,0.0,0.0,31.0,52.0,0.0
107642,107642,1.0,2.0,2.0,1.0,0.0,0.0,0.0,31.0,52.0,0.0
107643,107643,10.0,2.0,2.0,1.0,0.0,0.0,0.0,31.0,52.0,0.0
107644,107644,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,52.0,0.0
107645,107645,18.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,52.0,0.0
107646,107646,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,52.0,0.0
107647,107647,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,52.0,0.0
107648,107648,18.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,52.0,0.0
107649,107649,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,52.0,0.0
107650,107650,1.0,2.0,3.0,1.0,0.0,0.0,0.0,-52.0,52.0,0.0
107651,107651,18.0,2.0,3.0,1.0,0.0,0.0,0.0,-52.0,52.0,0.0
107652,107652,1.0,2.0,2.0,1.0,0.0,0.0,0.0,-52.0,52.0,0.0
107653,107653,10.0,2.0,2.0,1.0,0.0,0.0,0.0,-52.0,52.0,0.0
107654,107654,1.0,3.0,3.0,1.0,0.0,0.0,0.0,68.0,52.0,0.0
107655,107655,10.0,3.0,3.0,1.0,0.0,0.0,0.0,68.0,52.0,0.0
107656,107656,18.0,3.0,3.0,1.0,0.0,0.0,0.0,68.0,52.0,0.0
107657,107657,1.0,2.0,2.0,1.0,0.0,0.0,0.0,68.0,52.0,0.0
107658,107658,10.0,2.0,2.0,1.0,0.0,0.0,0.0,68.0,52.0,0.0
107659,107659,1.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0,52.0,0.0
107660,107660,10.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0,52.0,0.0
107661,107661,18.0,3.0,3.0,1.0,0.0,0.0,0.0,7.0,52.0,0.0
107662,107662,1.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,52.0,0.0
107663,107663,10.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,52.0,0.0
107664,107664,1.0,3.0,3.0,1.0,0.0,0.0,0.0,-19.0,52.0,0.0
107665,107665,10.0,3.0,3.0,1.0,0.0,0.0,0.0,-19.0,52.0,0.0
107666,107666,18.0,3.0,3.0,1.0,0.0,0.0,0.0,-19.0,52.0,0.0
107667,107667,1.0,2.0,2.0,1.0,0.0,0.0,0.0,-19.0,52.0,0.0
107668,107668,10.0,2.0,2.0,1.0,0.0,0.0,0.0,-19.0,52.0,0.0
107669,107669,1.0,2.0,3.0,1.0,0.0,0.0,0.0,92.0,52.0,0.0
107670,107670,18.0,2.0,3.0,1.0,0.0,0.0,0.0,92.0,52.0,0.0
107671,107671,1.0,1.0,2.0,1.0,0.0,0.0,0.0,92.0,52.0,0.0
107672,107672,6.0,1.0,4.0,1.0,0.0,0.0,0.0,-79.0,1.0,0.0
107673,107673,14.0,11.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.1869944657300978
107674,107674,6.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107675,107675,2.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107676,107676,3.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107677,107677,3.0,11.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0
107678,107678,3.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107679,107679,3.0,11.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0
107680,107680,3.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107681,107681,3.0,11.0,2.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0
107682,107682,3.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107683,107683,3.0,11.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0
107684,107684,2.0,1.0,3.0,0.0,0.0,0.0,0.0,-1.0,174.0,0.0
107685,107685,6.0,3.0,0.0,0.0,0.0,0.0,0.0,-71.0,16.0,0.0
107686,107686,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-71.0,16.0,0.0
107687,107687,12.0,3.0,0.0,1.0,0.0,0.0,0.0,-71.0,16.0,0.0
107688,107688,19.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0
107689,107689,19.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0
107690,107690,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0
107691,107691,5.0,2.0,2.0,1.0,0.0,0.0,0.0,-5.0,41.0,0.0
107692,107692,5.0,2.0,2.0,1.0,0.0,0.0,0.0,-5.0,41.0,0.0
107693,107693,6.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,198.0,0.0
107694,107694,6.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,173.0,0.0
107695,107695,6.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,122.0,0.0
107696,107696,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,122.0,0.0
107697,107697,11.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0
107698,107698,16.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,173.0,0.0
107699,107699,6.0,1.0,4.0,1.0,0.0,0.0,0.0,-79.0,1.0,0.0
107700,107700,6.0,1.0,4.0,1.0,0.0,0.0,0.0,-79.0,175.0,0.0
107701,107701,17.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,169.0,0.0
107702,107702,17.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,41.0,0.0
107703,107703,11.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,126.0,0.0
107704,107704,11.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,126.0,0.0
107705,107705,17.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,169.0,0.0
107706,107706,11.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,41.0,0.0
107707,107707,7.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,16.0,0.0
107708,107708,11.0,1.0,3.0,1.0,0.0,0.0,0.0,9.0,16.0,0.0
107709,107709,6.0,1.0,4.0,1.0,0.0,0.0,0.0,212.0,1.0,0.0
107710,107710,6.0,1.0,4.0,1.0,0.0,0.0,0.0,212.0,175.0,0.0
107711,107711,7.0,1.0,0.0,1.0,0.0,0.0,0.0,-284.0,16.0,0.0
107712,107712,3.0,1.0,7.0,1.0,0.0,0.0,0.0,122.0,37.0,0.0
107713,107713,5.0,1.0,1.0,1.0,0.0,0.0,0.0,-14.0,198.0,0.0
107714,107714,19.0,1.0,6.0,1.0,0.0,0.0,0.0,21.0,32.0,0.0
107715,107715,18.0,1.0,0.0,1.0,0.0,0.0,0.0,-91.0,101.0,0.0
107716,107716,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,230.0,0.0
107717,107717,0.0,1.0,4.0,1.0,0.0,0.0,0.0,66.0,230.0,0.0
107718,107718,0.0,1.0,4.0,1.0,0.0,0.0,0.0,29.0,174.0,0.0
107719,107719,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0,0.0
107720,107720,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0,0.0
107721,107721,0.0,1.0,4.0,1.0,0.0,0.0,0.0,66.0,230.0,0.0
107722,107722,16.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,41.0,0.0
107723,107723,16.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0
107724,107724,5.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,16.0,0.0
107725,107725,5.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,16.0,0.0
